,Title,Rating,Metascore,No Votes,Url,Description
125,8 Mile,7.2,77,313492,https://www.imdb.com/title/tt0298203/?ref_=sr_t_126,"Follows a young rapper in the Detroit area, struggling with every aspect of his life, wants to make it big but his friends and foes make this odyssey of rap harder than it may seem."
126,The Hunt,8.3,77,354801,https://www.imdb.com/title/tt2106476/?ref_=sr_t_127,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie."
127,The Lord of the Rings: The Two Towers,8.8,87,1746370,https://www.imdb.com/title/tt0167261/?ref_=sr_t_128,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
128,Creed,7.6,82,305500,https://www.imdb.com/title/tt3076658/?ref_=sr_t_129,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed."
129,Bram Stoker's Dracula,7.4,57,233816,https://www.imdb.com/title/tt0103874/?ref_=sr_t_130,The centuries old vampire Count Dracula comes to England to seduce his barrister Jonathan Harker's fiancée Mina Murray and inflict havoc in the foreign land.
130,The Phantom of the Opera,7.2,40,128956,https://www.imdb.com/title/tt0293508/?ref_=sr_t_131,A young soprano becomes the obsession of a disfigured and murderous musical genius who lives beneath the Paris Opéra House.
131,Guardians of the Galaxy,8.0,76,1253224,https://www.imdb.com/title/tt2015381/?ref_=sr_t_132,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.
132,The Big Short,7.8,81,470860,https://www.imdb.com/title/tt1596363/?ref_=sr_t_133,"In 2006-2007 a group of investors bet against the United States mortgage market. In their research, they discover how flawed and corrupt the market is."
133,Inside Out,8.1,94,765110,https://www.imdb.com/title/tt2096673/?ref_=sr_t_134,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school."
134,Star Wars: Episode IX - The Rise of Skywalker,6.4,53,481926,https://www.imdb.com/title/tt2527338/?ref_=sr_t_135,"In the riveting conclusion of the landmark Skywalker saga, new legends will be born-and the final battle for freedom is yet to come."
135,Green Book,8.2,69,545126,https://www.imdb.com/title/tt6966692/?ref_=sr_t_136,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.
136,Total Recall,7.5,60,348231,https://www.imdb.com/title/tt0100802/?ref_=sr_t_137,"When a man goes in to have virtual vacation memories of the planet Mars implanted in his mind, an unexpected and harrowing series of events forces him to go to the planet for real - or is he?"
137,Toy Story,8.3,96,1047950,https://www.imdb.com/title/tt0114709/?ref_=sr_t_138,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.
138,American History X,8.5,62,1168290,https://www.imdb.com/title/tt0120586/?ref_=sr_t_139,"Living a life marked by violence, neo-Nazi Derek finally goes to prison after killing two black youths. Upon his release, Derek vows to change; he hopes to prevent his brother, Danny, who idolizes Derek, from following in his footsteps."
139,The Girl with the Dragon Tattoo,7.8,71,486513,https://www.imdb.com/title/tt1568346/?ref_=sr_t_140,Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for 40 years by young computer hacker Lisbeth Salander.
140,The Avengers,8.0,69,1442179,https://www.imdb.com/title/tt0848228/?ref_=sr_t_141,Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.
141,Unfaithful,6.7,63,96077,https://www.imdb.com/title/tt0250797/?ref_=sr_t_142,A New York suburban couple's marriage goes dangerously awry when the wife indulges in an adulterous fling.
142,Basic Instinct,7.0,43,214299,https://www.imdb.com/title/tt0103772/?ref_=sr_t_143,A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.
143,Carol,7.2,94,139175,https://www.imdb.com/title/tt2402927/?ref_=sr_t_144,An aspiring photographer develops an intimate relationship with an older woman in 1950s New York.
144,The Pianist,8.5,85,889667,https://www.imdb.com/title/tt0253474/?ref_=sr_t_145,"During the WWII, acclaimed Polish musician Wladyslaw faces various struggles as he loses contact with his family. As the situation worsens, he hides in the ruins of Warsaw in order to survive."
145,Hidden Figures,7.8,74,248890,https://www.imdb.com/title/tt4846340/?ref_=sr_t_146,The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.
146,Independence Day,7.0,59,597907,https://www.imdb.com/title/tt0116629/?ref_=sr_t_147,"The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind's best weapon is the will to survive."
147,Beauty and the Beast,7.1,65,328427,https://www.imdb.com/title/tt2771200/?ref_=sr_t_148,"A selfish Prince is cursed to become a monster for the rest of his life, unless he learns to fall in love with a beautiful young woman he keeps prisoner."
148,The Martian,8.0,80,903697,https://www.imdb.com/title/tt3659388/?ref_=sr_t_149,"An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive and can survive until a potential rescue."
149,Ratatouille,8.1,96,800050,https://www.imdb.com/title/tt0382932/?ref_=sr_t_150,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.
150,"Three Billboards Outside Ebbing, Missouri",8.1,88,542262,https://www.imdb.com/title/tt5027774/?ref_=sr_t_151,A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.
151,Almost Famous,7.9,90,289259,https://www.imdb.com/title/tt0181875/?ref_=sr_t_152,A high-school boy in the early 1970s is given the chance to write a story for Rolling Stone magazine about an up-and-coming rock band as he accompanies them on their concert tour.
152,The Incredibles,8.0,90,788578,https://www.imdb.com/title/tt0317705/?ref_=sr_t_153,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world."
153,Dawn of the Planet of the Apes,7.6,79,461132,https://www.imdb.com/title/tt2103281/?ref_=sr_t_154,The fragile peace between apes and humans is threatened as mistrust and betrayal threaten to plunge both tribes into a war for dominance over the Earth.
154,Edward Scissorhands,7.9,74,515322,https://www.imdb.com/title/tt0099487/?ref_=sr_t_155,The solitary life of an artificial man - who was incompletely constructed and has scissors for hands - is upended when he is taken in by a suburban family.
155,The Firm,6.9,58,144851,https://www.imdb.com/title/tt0106918/?ref_=sr_t_156,A young lawyer joins a prestigious law firm only to discover that it has a sinister dark side.
156,Casino,8.2,73,551931,https://www.imdb.com/title/tt0112641/?ref_=sr_t_157,"In Las Vegas, two best friends - a casino executive and a mafia enforcer - compete for a gambling empire and a fast-living, fast-loving socialite."
157,The Sixth Sense,8.2,64,1033502,https://www.imdb.com/title/tt0167404/?ref_=sr_t_158,"Malcolm Crowe, a child psychologist, starts treating a young boy, Cole, who encounters dead people and convinces him to help them. In turn, Cole helps Malcolm reconcile with his estranged wife."
158,Ex Machina,7.7,78,574663,https://www.imdb.com/title/tt0470752/?ref_=sr_t_159,A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.
159,A Star Is Born,7.6,88,409439,https://www.imdb.com/title/tt1517451/?ref_=sr_t_160,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.
160,Rise of the Planet of the Apes,7.6,68,550316,https://www.imdb.com/title/tt1318514/?ref_=sr_t_161,A substance designed to help the brain repair itself gives advanced intelligence to a chimpanzee who leads an ape uprising.
161,Trainspotting,8.1,83,714918,https://www.imdb.com/title/tt0117951/?ref_=sr_t_162,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out despite the allure of drugs and the influence of friends."
162,Into the Wild,8.1,73,648173,https://www.imdb.com/title/tt0758758/?ref_=sr_t_163,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life."
163,Room,8.1,86,442635,https://www.imdb.com/title/tt3170832/?ref_=sr_t_164,"A little boy is held captive in a room with his mother since his birth, so he has never known the world outside."
164,Lady Bird,7.4,93,317921,https://www.imdb.com/title/tt4925292/?ref_=sr_t_165,"In 2002, an artistically inclined 17-year-old girl comes of age in Sacramento, California."
165,The Fugitive,7.8,87,312328,https://www.imdb.com/title/tt0106977/?ref_=sr_t_166,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal."
166,Les Misérables,7.5,63,341958,https://www.imdb.com/title/tt1707386/?ref_=sr_t_167,"In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever."
167,The Thin Red Line,7.6,78,196865,https://www.imdb.com/title/tt0120863/?ref_=sr_t_168,"Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War."
168,Zootopia,8.0,78,533180,https://www.imdb.com/title/tt2948356/?ref_=sr_t_169,"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy."
169,The Imitation Game,8.0,71,810379,https://www.imdb.com/title/tt2084970/?ref_=sr_t_170,"During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians while attempting to come to terms with his troubled private life."
170,Lost in Translation,7.7,91,479297,https://www.imdb.com/title/tt0335266/?ref_=sr_t_171,A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.
171,Apocalypto,7.8,68,326253,https://www.imdb.com/title/tt0472043/?ref_=sr_t_172,"As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression."
172,Baby Driver,7.6,86,590461,https://www.imdb.com/title/tt3890160/?ref_=sr_t_173,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail."
173,Jackie Brown,7.5,64,366800,https://www.imdb.com/title/tt0119396/?ref_=sr_t_174,"A flight attendant with a criminal past gets nabbed by the ATF for smuggling. Under pressure to become an informant against the drug dealer she works for, she must find a way to secure her future without getting killed."
174,Unforgiven,8.2,85,429708,https://www.imdb.com/title/tt0105695/?ref_=sr_t_175,"Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid."""
175,Silver Linings Playbook,7.7,81,733456,https://www.imdb.com/title/tt1045658/?ref_=sr_t_176,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own."
176,The Curious Case of Benjamin Button,7.8,70,683964,https://www.imdb.com/title/tt0421715/?ref_=sr_t_177,"Tells the story of Benjamin Button, a man who starts aging backwards with consequences."
177,Romeo + Juliet,6.7,60,240830,https://www.imdb.com/title/tt0117509/?ref_=sr_t_178,Shakespeare's famous play is updated to the hip modern suburb of Verona still retaining its original dialogue.
178,Atonement,7.8,85,294471,https://www.imdb.com/title/tt0783233/?ref_=sr_t_179,Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.
179,King Kong,7.2,81,440746,https://www.imdb.com/title/tt0360717/?ref_=sr_t_180,"A greedy film producer assembles a team of moviemakers and sets out for the infamous Skull Island, where they find more than just cannibalistic natives."
180,Life Is Beautiful,8.6,59,729600,https://www.imdb.com/title/tt0118799/?ref_=sr_t_181,"When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor and imagination to protect his son from the dangers around their camp."
